time,open,high,low,close,volume,amount,xtim
2016-11-18 10:15:00,26.74,26.81,26.73,26.8,968.0,2606285.0,2016-11-18 10:15:00
2016-11-18 10:30:00,26.8,26.81,26.7,26.77,3979.0,10662673.0,2016-11-18 10:30:00
2016-11-18 10:45:00,26.78,26.8,26.7,26.77,1169.0,3143137.0,2016-11-18 10:45:00
2016-11-18 11:00:00,26.77,26.81,26.73,26.74,979.0,2635077.0,2016-11-18 11:00:00
2016-11-18 11:15:00,26.75,26.8,26.7,26.72,1152.0,3092408.0,2016-11-18 11:15:00
2016-11-18 11:30:00,26.72,26.72,26.72,26.72,0.0,0.0,2016-11-18 11:30:00
2016-11-18 13:00:00,26.72,26.75,26.7,26.71,620.0,1665963.0,2016-11-18 13:00:00
2016-11-18 13:15:00,26.7,26.72,26.62,26.65,3755.0,10019714.0,2016-11-18 13:15:00
2016-11-18 13:30:00,26.64,26.69,26.64,26.68,785.0,2104097.0,2016-11-18 13:30:00
2016-11-18 13:45:00,26.68,26.7,26.67,26.7,1164.0,3107578.0,2016-11-18 13:45:00
2016-11-18 14:00:00,26.7,26.7,26.59,26.6,2498.0,6657210.0,2016-11-18 14:00:00
2016-11-18 14:15:00,26.61,26.67,26.61,26.66,3105.0,8280802.0,2016-11-18 14:15:00
2016-11-18 14:30:00,26.66,26.68,26.56,26.57,4121.0,10973669.0,2016-11-18 14:30:00
2016-11-18 14:45:00,26.57,26.59,26.39,26.51,8883.0,23523519.0,2016-11-18 14:45:00
2016-11-18 15:00:00,26.5,26.5,26.5,26.5,601.0,1592650.0,2016-11-18 15:00:00
