time,open,high,low,close,volume,amount,xtim
2016-11-15 13:32:00,26.9,26.91,26.86,26.91,112.0,301361.0,2016-11-15 13:32:00
2016-11-15 13:33:00,26.91,26.91,26.86,26.89,20.0,53792.0,2016-11-15 13:33:00
2016-11-15 13:34:00,26.9,26.91,26.87,26.91,141.0,379232.0,2016-11-15 13:34:00
2016-11-15 13:35:00,26.91,26.91,26.9,26.91,221.0,594693.0,2016-11-15 13:35:00
2016-11-15 13:36:00,26.91,26.93,26.9,26.93,333.0,896760.0,2016-11-15 13:36:00
2016-11-15 13:37:00,26.93,26.93,26.88,26.88,944.0,2541229.0,2016-11-15 13:37:00
2016-11-15 13:38:00,26.88,26.9,26.87,26.9,551.0,1482818.0,2016-11-15 13:38:00
2016-11-15 13:39:00,26.9,26.92,26.9,26.92,34.0,91472.0,2016-11-15 13:39:00
2016-11-15 13:40:00,26.92,26.92,26.91,26.92,207.0,557158.0,2016-11-15 13:40:00
2016-11-15 13:41:00,26.91,26.92,26.91,26.91,19.0,51131.0,2016-11-15 13:41:00
2016-11-15 13:42:00,26.91,26.91,26.89,26.89,574.0,1546127.0,2016-11-15 13:42:00
2016-11-15 13:43:00,26.89,26.9,26.87,26.9,525.0,1412232.0,2016-11-15 13:43:00
2016-11-15 13:44:00,26.9,26.92,26.9,26.9,131.0,355802.0,2016-11-15 13:44:00
2016-11-15 13:45:00,26.92,26.92,26.9,26.92,217.0,583932.0,2016-11-15 13:45:00
2016-11-15 13:46:00,26.91,26.91,26.87,26.91,88.0,239399.0,2016-11-15 13:46:00
2016-11-15 13:47:00,26.91,26.92,26.91,26.91,35.0,94188.0,2016-11-15 13:47:00
2016-11-15 13:48:00,26.91,26.91,26.9,26.9,56.0,150666.0,2016-11-15 13:48:00
2016-11-15 13:49:00,26.9,26.9,26.89,26.9,19.0,51094.0,2016-11-15 13:49:00
2016-11-15 13:50:00,26.9,26.9,26.89,26.89,70.0,188289.0,2016-11-15 13:50:00
2016-11-15 13:51:00,26.9,26.9,26.89,26.89,35.0,96122.0,2016-11-15 13:51:00
2016-11-15 13:52:00,26.89,26.89,26.87,26.87,171.0,459641.0,2016-11-15 13:52:00
2016-11-15 13:53:00,26.87,26.89,26.87,26.87,63.0,169296.0,2016-11-15 13:53:00
2016-11-15 13:54:00,26.88,26.9,26.87,26.87,67.0,180130.0,2016-11-15 13:54:00
