amount,change,price,time,type,volume,xtim
2680.0,0.04,26.8,2016-11-18 11:02:09,buy,1.0,2016-11-18 11:02:09
401.0,-0.04,26.76,2016-11-18 11:01:42,sell,0.0,2016-11-18 11:01:42
5360.0,--,26.8,2016-11-18 11:01:27,buy,2.0,2016-11-18 11:01:27
49955.0,--,26.8,2016-11-18 11:01:24,sell,18.0,2016-11-18 11:01:24
16080.0,-0.01,26.8,2016-11-18 11:01:06,sell,6.0,2016-11-18 11:01:06
2681.0,0.01,26.81,2016-11-18 11:01:03,buy,1.0,2016-11-18 11:01:03
67000.0,--,26.8,2016-11-18 11:00:57,sell,25.0,2016-11-18 11:00:57
402.0,--,26.8,2016-11-18 11:00:42,sell,0.0,2016-11-18 11:00:42
169402.0,0.03,26.8,2016-11-18 11:00:24,buy,63.0,2016-11-18 11:00:24
803.0,--,26.77,2016-11-18 11:00:21,buy,0.0,2016-11-18 11:00:21
10708.0,--,26.77,2016-11-18 11:00:15,buy,4.0,2016-11-18 11:00:15
2677.0,--,26.77,2016-11-18 11:00:06,buy,1.0,2016-11-18 11:00:06
2677.0,--,26.77,2016-11-18 11:00:03,buy,1.0,2016-11-18 11:00:03
9904.0,--,26.77,2016-11-18 11:00:00,sell,3.0,2016-11-18 11:00:00
401.0,-0.02,26.77,2016-11-18 10:59:45,sell,0.0,2016-11-18 10:59:45
40185.0,0.02,26.79,2016-11-18 10:59:21,buy,15.0,2016-11-18 10:59:21
401.0,-0.02,26.77,2016-11-18 10:58:48,sell,0.0,2016-11-18 10:58:48
47820.0,--,26.79,2016-11-18 10:58:21,sell,17.0,2016-11-18 10:58:21
13395.0,-0.01,26.79,2016-11-18 10:58:03,sell,5.0,2016-11-18 10:58:03
2680.0,0.01,26.8,2016-11-18 10:57:57,buy,1.0,2016-11-18 10:57:57
401.0,-0.01,26.79,2016-11-18 10:57:48,sell,0.0,2016-11-18 10:57:48
26800.0,0.01,26.8,2016-11-18 10:57:45,buy,10.0,2016-11-18 10:57:45
18753.0,--,26.79,2016-11-18 10:57:42,buy,7.0,2016-11-18 10:57:42
117876.0,0.02,26.79,2016-11-18 10:57:18,buy,44.0,2016-11-18 10:57:18
69602.0,0.01,26.77,2016-11-18 10:57:03,buy,26.0,2016-11-18 10:57:03
78005.0,-0.01,26.76,2016-11-18 10:56:54,sell,29.0,2016-11-18 10:56:54
34801.0,--,26.77,2016-11-18 10:56:48,buy,13.0,2016-11-18 10:56:48
8031.0,--,26.77,2016-11-18 10:56:45,buy,3.0,2016-11-18 10:56:45
8031.0,0.01,26.77,2016-11-18 10:56:33,buy,3.0,2016-11-18 10:56:33
8028.0,-0.01,26.76,2016-11-18 10:56:30,sell,3.0,2016-11-18 10:56:30
8031.0,--,26.77,2016-11-18 10:56:18,buy,3.0,2016-11-18 10:56:18
377323.0,0.03,26.77,2016-11-18 10:56:09,buy,140.0,2016-11-18 10:56:09
401.0,-0.02,26.74,2016-11-18 10:55:57,sell,0.0,2016-11-18 10:55:57
107040.0,0.01,26.76,2016-11-18 10:55:54,buy,40.0,2016-11-18 10:55:54
2675.0,0.01,26.75,2016-11-18 10:55:21,buy,1.0,2016-11-18 10:55:21
2674.0,--,26.74,2016-11-18 10:54:54,sell,1.0,2016-11-18 10:54:54
401.0,-0.01,26.74,2016-11-18 10:54:51,sell,0.0,2016-11-18 10:54:51
13375.0,--,26.75,2016-11-18 10:54:39,buy,5.0,2016-11-18 10:54:39
8025.0,0.01,26.75,2016-11-18 10:54:27,buy,3.0,2016-11-18 10:54:27
2674.0,--,26.74,2016-11-18 10:54:18,sell,1.0,2016-11-18 10:54:18
2674.0,--,26.74,2016-11-18 10:54:15,sell,1.0,2016-11-18 10:54:15
8021.0,--,26.74,2016-11-18 10:54:12,sell,3.0,2016-11-18 10:54:12
27141.0,-0.01,26.74,2016-11-18 10:54:00,sell,10.0,2016-11-18 10:54:00
13375.0,--,26.75,2016-11-18 10:53:57,buy,5.0,2016-11-18 10:53:57
10700.0,--,26.75,2016-11-18 10:53:36,buy,4.0,2016-11-18 10:53:36
26750.0,--,26.75,2016-11-18 10:53:15,buy,10.0,2016-11-18 10:53:15
2675.0,0.02,26.75,2016-11-18 10:53:03,buy,1.0,2016-11-18 10:53:03
400.0,--,26.73,2016-11-18 10:52:57,norm,0.0,2016-11-18 10:52:57
2673.0,0.01,26.73,2016-11-18 10:52:21,norm,1.0,2016-11-18 10:52:21
400.0,--,26.72,2016-11-18 10:51:51,sell,0.0,2016-11-18 10:51:51
74816.0,--,26.72,2016-11-18 10:51:24,buy,28.0,2016-11-18 10:51:24
26720.0,0.01,26.72,2016-11-18 10:51:21,buy,10.0,2016-11-18 10:51:21
8013.0,-0.01,26.71,2016-11-18 10:51:06,sell,3.0,2016-11-18 10:51:06
5344.0,0.01,26.72,2016-11-18 10:51:03,buy,2.0,2016-11-18 10:51:03
400.0,-0.01,26.71,2016-11-18 10:50:54,sell,0.0,2016-11-18 10:50:54
26720.0,0.01,26.72,2016-11-18 10:50:39,norm,10.0,2016-11-18 10:50:39
400.0,--,26.71,2016-11-18 10:49:54,sell,0.0,2016-11-18 10:49:54
2671.0,-0.06,26.71,2016-11-18 10:49:39,sell,1.0,2016-11-18 10:49:39
8031.0,0.06,26.77,2016-11-18 10:49:36,buy,3.0,2016-11-18 10:49:36
2671.0,-0.05,26.71,2016-11-18 10:49:27,sell,1.0,2016-11-18 10:49:27
5352.0,0.03,26.76,2016-11-18 10:49:21,buy,2.0,2016-11-18 10:49:21
2673.0,0.02,26.73,2016-11-18 10:49:15,buy,1.0,2016-11-18 10:49:15
400.0,-0.05,26.71,2016-11-18 10:48:54,norm,0.0,2016-11-18 10:48:54
2676.0,0.06,26.76,2016-11-18 10:48:15,buy,1.0,2016-11-18 10:48:15
53400.0,-0.01,26.7,2016-11-18 10:48:12,sell,20.0,2016-11-18 10:48:12
50749.0,-0.02,26.71,2016-11-18 10:48:09,sell,19.0,2016-11-18 10:48:09
400.0,-0.05,26.73,2016-11-18 10:47:57,sell,0.0,2016-11-18 10:47:57
2678.0,0.03,26.78,2016-11-18 10:47:51,buy,1.0,2016-11-18 10:47:51
109648.0,--,26.75,2016-11-18 10:47:27,buy,40.0,2016-11-18 10:47:27
1494602.0,-0.02,26.75,2016-11-18 10:47:21,sell,558.0,2016-11-18 10:47:21
401.0,-0.01,26.77,2016-11-18 10:46:54,sell,0.0,2016-11-18 10:46:54
5356.0,--,26.78,2016-11-18 10:46:48,buy,2.0,2016-11-18 10:46:48
5356.0,0.01,26.78,2016-11-18 10:46:36,buy,2.0,2016-11-18 10:46:36
13385.0,--,26.77,2016-11-18 10:46:15,sell,5.0,2016-11-18 10:46:15
45509.0,--,26.77,2016-11-18 10:46:12,sell,17.0,2016-11-18 10:46:12
99049.0,--,26.77,2016-11-18 10:46:00,sell,37.0,2016-11-18 10:46:00
401.0,-0.01,26.77,2016-11-18 10:45:54,sell,0.0,2016-11-18 10:45:54
2678.0,0.01,26.78,2016-11-18 10:45:51,buy,1.0,2016-11-18 10:45:51
401.0,--,26.77,2016-11-18 10:44:54,sell,0.0,2016-11-18 10:44:54
5354.0,--,26.77,2016-11-18 10:44:27,sell,2.0,2016-11-18 10:44:27
53540.0,--,26.77,2016-11-18 10:44:12,sell,20.0,2016-11-18 10:44:12
85664.0,--,26.77,2016-11-18 10:44:09,sell,32.0,2016-11-18 10:44:09
115111.0,0.01,26.77,2016-11-18 10:43:57,buy,43.0,2016-11-18 10:43:57
55687.0,--,26.76,2016-11-18 10:43:54,buy,20.0,2016-11-18 10:43:54
24993.0,-0.01,26.76,2016-11-18 10:43:51,sell,9.0,2016-11-18 10:43:51
2677.0,0.01,26.77,2016-11-18 10:43:48,buy,1.0,2016-11-18 10:43:48
13380.0,--,26.76,2016-11-18 10:43:36,sell,5.0,2016-11-18 10:43:36
2676.0,--,26.76,2016-11-18 10:43:12,sell,1.0,2016-11-18 10:43:12
401.0,--,26.76,2016-11-18 10:42:51,sell,0.0,2016-11-18 10:42:51
13380.0,--,26.76,2016-11-18 10:42:30,sell,5.0,2016-11-18 10:42:30
4040.0,0.01,26.76,2016-11-18 10:42:24,buy,1.0,2016-11-18 10:42:24
50825.0,--,26.75,2016-11-18 10:42:15,sell,19.0,2016-11-18 10:42:15
374.0,-0.02,26.75,2016-11-18 10:41:51,sell,0.0,2016-11-18 10:41:51
2677.0,0.02,26.77,2016-11-18 10:41:48,buy,1.0,2016-11-18 10:41:48
53500.0,-0.01,26.75,2016-11-18 10:41:42,sell,20.0,2016-11-18 10:41:42
18732.0,--,26.76,2016-11-18 10:41:39,sell,7.0,2016-11-18 10:41:39
2676.0,-0.01,26.76,2016-11-18 10:41:33,sell,1.0,2016-11-18 10:41:33
13385.0,0.01,26.77,2016-11-18 10:41:30,buy,5.0,2016-11-18 10:41:30
66900.0,-0.01,26.76,2016-11-18 10:41:27,sell,25.0,2016-11-18 10:41:27
13385.0,0.01,26.77,2016-11-18 10:41:21,buy,5.0,2016-11-18 10:41:21
13380.0,--,26.76,2016-11-18 10:41:12,sell,5.0,2016-11-18 10:41:12
13380.0,--,26.76,2016-11-18 10:41:03,sell,5.0,2016-11-18 10:41:03
104364.0,--,26.76,2016-11-18 10:40:57,sell,39.0,2016-11-18 10:40:57
267600.0,--,26.76,2016-11-18 10:40:54,sell,100.0,2016-11-18 10:40:54
401.0,0.01,26.76,2016-11-18 10:40:48,norm,0.0,2016-11-18 10:40:48
61525.0,-0.01,26.75,2016-11-18 10:40:24,sell,23.0,2016-11-18 10:40:24
133800.0,--,26.76,2016-11-18 10:40:21,sell,50.0,2016-11-18 10:40:21
88308.0,--,26.76,2016-11-18 10:39:54,sell,33.0,2016-11-18 10:39:54
51245.0,-0.03,26.76,2016-11-18 10:39:51,sell,19.0,2016-11-18 10:39:51
2679.0,0.03,26.79,2016-11-18 10:39:45,buy,1.0,2016-11-18 10:39:45
32112.0,0.01,26.76,2016-11-18 10:39:42,buy,12.0,2016-11-18 10:39:42
8025.0,--,26.75,2016-11-18 10:39:36,sell,3.0,2016-11-18 10:39:36
101650.0,--,26.75,2016-11-18 10:39:15,sell,38.0,2016-11-18 10:39:15
401.0,--,26.75,2016-11-18 10:38:48,sell,0.0,2016-11-18 10:38:48
265948.0,--,26.75,2016-11-18 10:38:45,sell,99.0,2016-11-18 10:38:45
13375.0,--,26.75,2016-11-18 10:38:33,sell,5.0,2016-11-18 10:38:33
48150.0,--,26.75,2016-11-18 10:38:21,sell,18.0,2016-11-18 10:38:21
66875.0,--,26.75,2016-11-18 10:38:18,sell,25.0,2016-11-18 10:38:18
280875.0,0.05,26.75,2016-11-18 10:38:12,buy,105.0,2016-11-18 10:38:12
64080.0,-0.05,26.7,2016-11-18 10:38:09,sell,24.0,2016-11-18 10:38:09
125725.0,0.05,26.75,2016-11-18 10:38:06,buy,47.0,2016-11-18 10:38:06
55402.0,--,26.7,2016-11-18 10:37:48,buy,20.0,2016-11-18 10:37:48
2670.0,--,26.7,2016-11-18 10:37:45,buy,1.0,2016-11-18 10:37:45
26700.0,--,26.7,2016-11-18 10:37:42,buy,10.0,2016-11-18 10:37:42
316154.0,-0.01,26.7,2016-11-18 10:37:36,sell,118.0,2016-11-18 10:37:36
26710.0,--,26.71,2016-11-18 10:37:30,sell,10.0,2016-11-18 10:37:30
2671.0,--,26.71,2016-11-18 10:37:27,sell,1.0,2016-11-18 10:37:27
77459.0,-0.03,26.71,2016-11-18 10:37:24,sell,29.0,2016-11-18 10:37:24
45538.0,--,26.74,2016-11-18 10:37:21,buy,17.0,2016-11-18 10:37:21
176484.0,0.03,26.74,2016-11-18 10:36:54,buy,66.0,2016-11-18 10:36:54
400.0,--,26.71,2016-11-18 10:36:48,sell,0.0,2016-11-18 10:36:48
58762.0,-0.03,26.71,2016-11-18 10:36:30,sell,22.0,2016-11-18 10:36:30
8021.0,0.02,26.74,2016-11-18 10:36:27,buy,3.0,2016-11-18 10:36:27
10688.0,--,26.72,2016-11-18 10:36:06,buy,4.0,2016-11-18 10:36:06
18704.0,0.02,26.72,2016-11-18 10:36:03,buy,7.0,2016-11-18 10:36:03
400500.0,-0.02,26.7,2016-11-18 10:35:57,sell,150.0,2016-11-18 10:35:57
133600.0,0.01,26.72,2016-11-18 10:35:54,buy,50.0,2016-11-18 10:35:54
400.0,--,26.71,2016-11-18 10:35:51,sell,0.0,2016-11-18 10:35:51
61433.0,-0.01,26.71,2016-11-18 10:35:48,sell,23.0,2016-11-18 10:35:48
24048.0,--,26.72,2016-11-18 10:35:45,buy,9.0,2016-11-18 10:35:45
40080.0,0.02,26.72,2016-11-18 10:35:33,buy,15.0,2016-11-18 10:35:33
267000.0,-0.01,26.7,2016-11-18 10:35:30,sell,100.0,2016-11-18 10:35:30
21768.0,--,26.71,2016-11-18 10:35:24,buy,8.0,2016-11-18 10:35:24
40065.0,0.01,26.71,2016-11-18 10:35:12,buy,15.0,2016-11-18 10:35:12
381810.0,--,26.7,2016-11-18 10:35:06,sell,143.0,2016-11-18 10:35:06
667500.0,-0.01,26.7,2016-11-18 10:35:03,sell,250.0,2016-11-18 10:35:03
32052.0,-0.01,26.71,2016-11-18 10:34:57,buy,12.0,2016-11-18 10:34:57
56112.0,--,26.72,2016-11-18 10:34:48,sell,21.0,2016-11-18 10:34:48
1386768.0,--,26.72,2016-11-18 10:34:45,buy,519.0,2016-11-18 10:34:45
5344.0,0.01,26.72,2016-11-18 10:34:39,buy,2.0,2016-11-18 10:34:39
165602.0,-0.02,26.71,2016-11-18 10:34:36,sell,62.0,2016-11-18 10:34:36
1344358.0,--,26.73,2016-11-18 10:34:33,buy,502.0,2016-11-18 10:34:33
29403.0,0.01,26.73,2016-11-18 10:34:21,buy,11.0,2016-11-18 10:34:21
88176.0,-0.01,26.72,2016-11-18 10:34:15,sell,33.0,2016-11-18 10:34:15
125631.0,--,26.73,2016-11-18 10:34:12,buy,47.0,2016-11-18 10:34:12
115099.0,-0.01,26.73,2016-11-18 10:34:03,sell,43.0,2016-11-18 10:34:03
26740.0,0.01,26.74,2016-11-18 10:33:57,buy,10.0,2016-11-18 10:33:57
88209.0,-0.01,26.73,2016-11-18 10:33:54,sell,33.0,2016-11-18 10:33:54
200148.0,--,26.74,2016-11-18 10:33:51,sell,74.0,2016-11-18 10:33:51
401.0,-0.05,26.74,2016-11-18 10:33:48,sell,0.0,2016-11-18 10:33:48
2679.0,0.06,26.79,2016-11-18 10:33:42,buy,1.0,2016-11-18 10:33:42
21384.0,--,26.73,2016-11-18 10:33:21,sell,8.0,2016-11-18 10:33:21
77517.0,--,26.73,2016-11-18 10:33:18,sell,29.0,2016-11-18 10:33:18
90882.0,-0.01,26.73,2016-11-18 10:33:15,sell,34.0,2016-11-18 10:33:15
93590.0,-0.06,26.74,2016-11-18 10:33:12,sell,35.0,2016-11-18 10:33:12
672680.0,0.05,26.8,2016-11-18 10:33:09,norm,251.0,2016-11-18 10:33:09
77575.0,-0.05,26.75,2016-11-18 10:33:00,sell,29.0,2016-11-18 10:33:00
75040.0,--,26.8,2016-11-18 10:32:57,sell,28.0,2016-11-18 10:32:57
33741.0,--,26.8,2016-11-18 10:32:54,buy,12.0,2016-11-18 10:32:54
26800.0,--,26.8,2016-11-18 10:32:39,buy,10.0,2016-11-18 10:32:39
18760.0,--,26.8,2016-11-18 10:32:36,buy,7.0,2016-11-18 10:32:36
48240.0,0.06,26.8,2016-11-18 10:32:33,buy,18.0,2016-11-18 10:32:33
80220.0,-0.06,26.74,2016-11-18 10:32:00,sell,30.0,2016-11-18 10:32:00
63140.0,--,26.8,2016-11-18 10:31:57,sell,23.0,2016-11-18 10:31:57
13400.0,--,26.8,2016-11-18 10:31:48,sell,5.0,2016-11-18 10:31:48
375.0,-0.01,26.8,2016-11-18 10:31:45,sell,0.0,2016-11-18 10:31:45
2681.0,0.01,26.81,2016-11-18 10:31:39,buy,1.0,2016-11-18 10:31:39
2680.0,--,26.8,2016-11-18 10:31:33,sell,1.0,2016-11-18 10:31:33
54404.0,--,26.8,2016-11-18 10:31:24,buy,20.0,2016-11-18 10:31:24
21440.0,--,26.8,2016-11-18 10:31:03,buy,8.0,2016-11-18 10:31:03
4958.0,--,26.8,2016-11-18 10:30:48,sell,1.0,2016-11-18 10:30:48
117920.0,-0.01,26.8,2016-11-18 10:30:33,sell,44.0,2016-11-18 10:30:33
53620.0,--,26.81,2016-11-18 10:30:30,buy,20.0,2016-11-18 10:30:30
2681.0,0.01,26.81,2016-11-18 10:30:24,buy,1.0,2016-11-18 10:30:24
107200.0,--,26.8,2016-11-18 10:30:12,sell,40.0,2016-11-18 10:30:12
26800.0,--,26.8,2016-11-18 10:30:06,sell,10.0,2016-11-18 10:30:06
402.0,-0.01,26.8,2016-11-18 10:29:51,sell,0.0,2016-11-18 10:29:51
5362.0,0.01,26.81,2016-11-18 10:29:39,buy,2.0,2016-11-18 10:29:39
83080.0,--,26.8,2016-11-18 10:29:27,sell,31.0,2016-11-18 10:29:27
192960.0,0.05,26.8,2016-11-18 10:29:24,buy,72.0,2016-11-18 10:29:24
82925.0,-0.03,26.75,2016-11-18 10:29:18,sell,31.0,2016-11-18 10:29:18
18746.0,--,26.78,2016-11-18 10:29:15,buy,7.0,2016-11-18 10:29:15
4927.0,--,26.78,2016-11-18 10:29:12,sell,1.0,2016-11-18 10:29:12
5356.0,--,26.78,2016-11-18 10:29:06,sell,2.0,2016-11-18 10:29:06
428.0,--,26.78,2016-11-18 10:28:48,sell,0.0,2016-11-18 10:28:48
24102.0,0.03,26.78,2016-11-18 10:28:42,buy,9.0,2016-11-18 10:28:42
26750.0,-0.03,26.75,2016-11-18 10:28:33,sell,10.0,2016-11-18 10:28:33
53560.0,0.03,26.78,2016-11-18 10:28:27,buy,20.0,2016-11-18 10:28:27
18725.0,0.01,26.75,2016-11-18 10:27:57,buy,7.0,2016-11-18 10:27:57
401.0,--,26.74,2016-11-18 10:27:51,sell,0.0,2016-11-18 10:27:51
69524.0,-0.01,26.74,2016-11-18 10:27:48,sell,26.0,2016-11-18 10:27:48
37450.0,-0.03,26.75,2016-11-18 10:27:45,sell,14.0,2016-11-18 10:27:45
2678.0,0.03,26.78,2016-11-18 10:27:39,buy,1.0,2016-11-18 10:27:39
5350.0,0.02,26.75,2016-11-18 10:27:12,norm,2.0,2016-11-18 10:27:12
133650.0,--,26.73,2016-11-18 10:26:51,sell,50.0,2016-11-18 10:26:51
400.0,--,26.73,2016-11-18 10:26:48,sell,0.0,2016-11-18 10:26:48
64152.0,-0.06,26.73,2016-11-18 10:26:24,sell,24.0,2016-11-18 10:26:24
26790.0,0.03,26.79,2016-11-18 10:26:21,buy,10.0,2016-11-18 10:26:21
24084.0,--,26.76,2016-11-18 10:26:18,sell,9.0,2016-11-18 10:26:18
401.0,-0.03,26.76,2016-11-18 10:25:45,sell,0.0,2016-11-18 10:25:45
2679.0,--,26.79,2016-11-18 10:25:39,buy,1.0,2016-11-18 10:25:39
18753.0,--,26.79,2016-11-18 10:25:36,buy,7.0,2016-11-18 10:25:36
26790.0,0.01,26.79,2016-11-18 10:25:09,buy,10.0,2016-11-18 10:25:09
13390.0,0.03,26.78,2016-11-18 10:24:48,buy,5.0,2016-11-18 10:24:48
401.0,--,26.75,2016-11-18 10:24:45,sell,0.0,2016-11-18 10:24:45
2675.0,--,26.75,2016-11-18 10:24:15,sell,1.0,2016-11-18 10:24:15
5350.0,--,26.75,2016-11-18 10:24:03,sell,2.0,2016-11-18 10:24:03
5751.0,--,26.75,2016-11-18 10:23:51,sell,2.0,2016-11-18 10:23:51
5350.0,-0.04,26.75,2016-11-18 10:23:48,sell,2.0,2016-11-18 10:23:48
26790.0,0.04,26.79,2016-11-18 10:23:45,buy,10.0,2016-11-18 10:23:45
5350.0,-0.04,26.75,2016-11-18 10:23:42,sell,2.0,2016-11-18 10:23:42
2679.0,0.04,26.79,2016-11-18 10:23:36,buy,1.0,2016-11-18 10:23:36
61525.0,-0.04,26.75,2016-11-18 10:23:30,sell,23.0,2016-11-18 10:23:30
53580.0,0.04,26.79,2016-11-18 10:23:27,buy,20.0,2016-11-18 10:23:27
5350.0,--,26.75,2016-11-18 10:23:18,sell,2.0,2016-11-18 10:23:18
401.0,--,26.75,2016-11-18 10:22:45,sell,0.0,2016-11-18 10:22:45
5350.0,-0.01,26.75,2016-11-18 10:22:27,sell,2.0,2016-11-18 10:22:27
10998.0,--,26.76,2016-11-18 10:22:18,buy,4.0,2016-11-18 10:22:18
15761.0,--,26.76,2016-11-18 10:22:09,sell,5.0,2016-11-18 10:22:09
29730.0,--,26.76,2016-11-18 10:22:06,buy,11.0,2016-11-18 10:22:06
34788.0,0.01,26.76,2016-11-18 10:22:00,buy,13.0,2016-11-18 10:22:00
401.0,--,26.75,2016-11-18 10:21:48,sell,0.0,2016-11-18 10:21:48
72225.0,--,26.75,2016-11-18 10:21:42,sell,27.0,2016-11-18 10:21:42
115025.0,--,26.75,2016-11-18 10:21:39,buy,43.0,2016-11-18 10:21:39
2675.0,--,26.75,2016-11-18 10:21:33,buy,1.0,2016-11-18 10:21:33
45475.0,--,26.75,2016-11-18 10:21:30,buy,17.0,2016-11-18 10:21:30
26750.0,0.02,26.75,2016-11-18 10:21:12,buy,10.0,2016-11-18 10:21:12
59206.0,-0.02,26.73,2016-11-18 10:20:51,sell,22.0,2016-11-18 10:20:51
5350.0,--,26.75,2016-11-18 10:20:48,buy,2.0,2016-11-18 10:20:48
2675.0,--,26.75,2016-11-18 10:20:36,buy,1.0,2016-11-18 10:20:36
53500.0,--,26.75,2016-11-18 10:20:27,buy,20.0,2016-11-18 10:20:27
2675.0,0.02,26.75,2016-11-18 10:20:06,buy,1.0,2016-11-18 10:20:06
48114.0,--,26.73,2016-11-18 10:20:03,sell,18.0,2016-11-18 10:20:03
400.0,--,26.73,2016-11-18 10:19:48,sell,0.0,2016-11-18 10:19:48
16038.0,-0.02,26.73,2016-11-18 10:19:42,sell,6.0,2016-11-18 10:19:42
2675.0,0.02,26.75,2016-11-18 10:19:33,buy,1.0,2016-11-18 10:19:33
5346.0,--,26.73,2016-11-18 10:19:24,sell,2.0,2016-11-18 10:19:24
85536.0,-0.01,26.73,2016-11-18 10:19:21,sell,32.0,2016-11-18 10:19:21
112308.0,--,26.74,2016-11-18 10:19:18,sell,42.0,2016-11-18 10:19:18
11872.0,--,26.74,2016-11-18 10:19:15,buy,4.0,2016-11-18 10:19:15
13370.0,0.01,26.74,2016-11-18 10:19:00,buy,5.0,2016-11-18 10:19:00
32076.0,--,26.73,2016-11-18 10:18:48,sell,12.0,2016-11-18 10:18:48
3073.0,--,26.73,2016-11-18 10:18:45,sell,1.0,2016-11-18 10:18:45
64152.0,-0.01,26.73,2016-11-18 10:18:36,sell,24.0,2016-11-18 10:18:36
24066.0,--,26.74,2016-11-18 10:18:33,buy,9.0,2016-11-18 10:18:33
161937.0,--,26.74,2016-11-18 10:18:30,sell,60.0,2016-11-18 10:18:30
10696.0,--,26.74,2016-11-18 10:18:15,sell,4.0,2016-11-18 10:18:15
26740.0,--,26.74,2016-11-18 10:18:09,sell,10.0,2016-11-18 10:18:09
26740.0,--,26.74,2016-11-18 10:18:06,sell,10.0,2016-11-18 10:18:06
67251.0,-0.01,26.74,2016-11-18 10:18:03,sell,25.0,2016-11-18 10:18:03
4948.0,--,26.75,2016-11-18 10:17:48,sell,1.0,2016-11-18 10:17:48
401.0,--,26.75,2016-11-18 10:17:42,sell,0.0,2016-11-18 10:17:42
53500.0,-0.01,26.75,2016-11-18 10:17:33,sell,20.0,2016-11-18 10:17:33
2676.0,0.01,26.76,2016-11-18 10:17:30,buy,1.0,2016-11-18 10:17:30
21400.0,--,26.75,2016-11-18 10:17:27,sell,8.0,2016-11-18 10:17:27
117700.0,--,26.75,2016-11-18 10:17:15,buy,44.0,2016-11-18 10:17:15
5350.0,--,26.75,2016-11-18 10:17:12,buy,2.0,2016-11-18 10:17:12
2675.0,0.01,26.75,2016-11-18 10:17:00,buy,1.0,2016-11-18 10:17:00
8021.0,--,26.74,2016-11-18 10:16:54,sell,3.0,2016-11-18 10:16:54
374.0,--,26.74,2016-11-18 10:16:45,sell,0.0,2016-11-18 10:16:45
2674.0,--,26.74,2016-11-18 10:16:27,sell,1.0,2016-11-18 10:16:27
401.0,--,26.74,2016-11-18 10:15:48,sell,0.0,2016-11-18 10:15:48
8021.0,0.01,26.74,2016-11-18 10:15:42,norm,3.0,2016-11-18 10:15:42
61479.0,-0.01,26.73,2016-11-18 10:15:36,sell,23.0,2016-11-18 10:15:36
2674.0,0.01,26.74,2016-11-18 10:15:30,norm,1.0,2016-11-18 10:15:30
427.0,--,26.73,2016-11-18 10:14:42,sell,0.0,2016-11-18 10:14:42
16038.0,--,26.73,2016-11-18 10:14:39,buy,6.0,2016-11-18 10:14:39
53460.0,-0.03,26.73,2016-11-18 10:14:15,norm,20.0,2016-11-18 10:14:15
26760.0,0.04,26.76,2016-11-18 10:13:48,buy,10.0,2016-11-18 10:13:48
3072.0,--,26.72,2016-11-18 10:13:42,sell,1.0,2016-11-18 10:13:42
5344.0,-0.04,26.72,2016-11-18 10:13:36,sell,2.0,2016-11-18 10:13:36
2676.0,0.04,26.76,2016-11-18 10:13:30,buy,1.0,2016-11-18 10:13:30
5344.0,--,26.72,2016-11-18 10:13:27,sell,2.0,2016-11-18 10:13:27
267200.0,-0.01,26.72,2016-11-18 10:13:12,sell,100.0,2016-11-18 10:13:12
5346.0,--,26.73,2016-11-18 10:12:51,sell,2.0,2016-11-18 10:12:51
400.0,--,26.73,2016-11-18 10:12:45,sell,0.0,2016-11-18 10:12:45
2673.0,--,26.73,2016-11-18 10:12:39,sell,1.0,2016-11-18 10:12:39
16839.0,--,26.73,2016-11-18 10:12:21,buy,6.0,2016-11-18 10:12:21
45441.0,--,26.73,2016-11-18 10:12:18,buy,17.0,2016-11-18 10:12:18
21384.0,--,26.73,2016-11-18 10:12:15,buy,8.0,2016-11-18 10:12:15
20983.0,-0.03,26.73,2016-11-18 10:12:12,sell,7.0,2016-11-18 10:12:12
16056.0,0.03,26.76,2016-11-18 10:12:03,buy,6.0,2016-11-18 10:12:03
400.0,-0.03,26.73,2016-11-18 10:11:45,sell,0.0,2016-11-18 10:11:45
10704.0,--,26.76,2016-11-18 10:11:33,buy,4.0,2016-11-18 10:11:33
2676.0,--,26.76,2016-11-18 10:11:27,buy,1.0,2016-11-18 10:11:27
61548.0,0.04,26.76,2016-11-18 10:11:18,buy,23.0,2016-11-18 10:11:18
400.0,--,26.72,2016-11-18 10:10:42,sell,0.0,2016-11-18 10:10:42
134000.0,-0.04,26.72,2016-11-18 10:10:27,sell,50.0,2016-11-18 10:10:27
2676.0,0.02,26.76,2016-11-18 10:10:21,buy,1.0,2016-11-18 10:10:21
50806.0,0.02,26.74,2016-11-18 10:09:54,buy,19.0,2016-11-18 10:09:54
400.0,-0.02,26.72,2016-11-18 10:09:42,sell,0.0,2016-11-18 10:09:42
13370.0,-0.01,26.74,2016-11-18 10:09:36,sell,5.0,2016-11-18 10:09:36
2675.0,--,26.75,2016-11-18 10:09:27,buy,1.0,2016-11-18 10:09:27
24075.0,-0.01,26.75,2016-11-18 10:09:18,sell,9.0,2016-11-18 10:09:18
2676.0,--,26.76,2016-11-18 10:08:45,sell,1.0,2016-11-18 10:08:45
34788.0,-0.01,26.76,2016-11-18 10:08:30,sell,13.0,2016-11-18 10:08:30
8031.0,--,26.77,2016-11-18 10:08:00,buy,3.0,2016-11-18 10:08:00
974026.0,--,26.77,2016-11-18 10:07:42,sell,363.0,2016-11-18 10:07:42
267700.0,-0.02,26.77,2016-11-18 10:07:39,sell,100.0,2016-11-18 10:07:39
